COLLISION_ID,crash_datetime,CRASH_YEAR,CRASH_MONTH,CRASH_HOUR,CRASH_WEEKDAY,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1,persons_count,persons_injured,persons_killed,PEDESTRIAN,BICYCLIST,MOTORIST,median_age
4243044,2019-11-16 13:00:00,2019,11,13,Saturday,UNKNOWN,,40.821,-73.8969,1.0,0.0,Driver Inattention/Distraction,Sedan,3.0,1.0,0.0,0.0,0.0,0.0,35.0
2964871,2012-07-12 03:20:00,2012,7,3,Thursday,UNKNOWN,,,,0.0,0.0,Unspecified,SPORT UTILITY / STATION WAGON,,,,,,,
3151908,2015-01-12 12:20:00,2015,1,12,Monday,STATEN ISLAND,10312.0,40.551018,-74.1698451,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
358421,2014-06-27 09:40:00,2014,6,9,Friday,MANHATTAN,10013.0,40.7204364,-74.0066956,0.0,0.0,Oversized Vehicle,BUS,,,,,,,
4761140,2024-10-06 01:10:00,2024,10,1,Sunday,BROOKLYN,11210.0,40.637005,-73.95211,6.0,0.0,Reaction to Uninvolved Vehicle,Sedan,12.0,6.0,0.0,0.0,0.0,0.0,35.5
4454332,2021-09-06 15:50:00,2021,9,15,Monday,UNKNOWN,,40.619568,-73.98628,0.0,0.0,Turning Improperly,Sedan,5.0,0.0,0.0,0.0,0.0,0.0,41.0
4715167,2024-04-04 17:50:00,2024,4,17,Thursday,UNKNOWN,,40.70007,-73.95413,0.0,0.0,Driver Inattention/Distraction,Bike,2.0,0.0,0.0,0.0,0.0,0.0,23.5
4594798,2022-12-27 22:28:00,2022,12,22,Tuesday,UNKNOWN,,,,0.0,0.0,Driver Inattention/Distraction,Sedan,3.0,0.0,0.0,0.0,0.0,0.0,31.0
4307425,2020-04-03 00:00:00,2020,4,0,Friday,BRONX,10466.0,40.889923,-73.85931,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,7.0,0.0,0.0,0.0,0.0,0.0,57.0
3496585,2016-08-02 20:00:00,2016,8,20,Tuesday,BROOKLYN,11213.0,40.672363,-73.93079,1.0,0.0,Unspecified,Sedan,4.0,1.0,0.0,0.0,0.0,0.0,33.5
3123046,2013-12-24 17:35:00,2013,12,17,Tuesday,UNKNOWN,,,,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
288628,2013-06-23 12:35:00,2013,6,12,Sunday,STATEN ISLAND,10301.0,40.6176136,-74.1045841,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
4323079,2020-06-25 10:05:00,2020,6,10,Thursday,QUEENS,11360.0,40.778408,-73.77679,0.0,0.0,Passing Too Closely,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,50.0
3858376,2018-03-07 08:20:00,2018,3,8,Wednesday,MANHATTAN,10009.0,,,0.0,0.0,Unspecified,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,14.0
4503801,2022-02-16 17:38:00,2022,2,17,Wednesday,UNKNOWN,,40.605427,-74.0762,1.0,0.0,Turning Improperly,Station Wagon/Sport Utility Vehicle,4.0,1.0,0.0,0.0,0.0,0.0,48.0
275250,2013-03-08 10:06:00,2013,3,10,Friday,QUEENS,11105.0,40.7710846,-73.9082189,0.0,0.0,Fatigued/Drowsy,VAN,,,,,,,
3937617,2018-07-08 20:55:00,2018,7,20,Sunday,BRONX,10466.0,40.89831,-73.85037,1.0,0.0,Reaction to Uninvolved Vehicle,Station Wagon/Sport Utility Vehicle,3.0,1.0,0.0,0.0,0.0,0.0,23.0
3344063,2015-11-30 14:45:00,2015,11,14,Monday,BROOKLYN,11221.0,40.6891029,-73.9450575,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
4031252,2018-11-22 12:30:00,2018,11,12,Thursday,UNKNOWN,,40.753693,-73.89831,0.0,0.0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,27.0
3904988,2018-05-21 16:10:00,2018,5,16,Monday,BROOKLYN,11237.0,40.70541,-73.92874,0.0,0.0,Passing or Lane Usage Improper,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,30.0
4236605,2019-11-06 19:47:00,2019,11,19,Wednesday,UNKNOWN,,40.71444,-73.83127,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,36.0
4203220,2019-09-10 16:00:00,2019,9,16,Tuesday,MANHATTAN,10023.0,40.776104,-73.97975,0.0,0.0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,50.0
4730598,2024-06-03 23:51:00,2024,6,23,Monday,UNKNOWN,,40.71886,-73.97492,0.0,0.0,Driver Inattention/Distraction,Sedan,3.0,0.0,0.0,0.0,0.0,0.0,36.0
269763,2013-03-13 23:58:00,2013,3,23,Wednesday,UNKNOWN,,,,1.0,0.0,Unspecified,PASSENGER VEHICLE,1.0,1.0,0.0,0.0,0.0,0.0,56.0
4318891,2020-06-05 15:15:00,2020,6,15,Friday,UNKNOWN,,40.669857,-73.95051,0.0,0.0,Unsafe Speed,Sedan,3.0,0.0,0.0,0.0,0.0,0.0,36.0
3450520,2016-05-20 10:00:00,2016,5,10,Friday,UNKNOWN,,40.67122,-73.88276,0.0,0.0,Unspecified,4 dr sedan,1.0,0.0,0.0,0.0,0.0,0.0,28.0
4227984,2019-10-22 19:40:00,2019,10,19,Tuesday,UNKNOWN,,40.695065,-73.75001,0.0,0.0,Unspecified,Sedan,6.0,0.0,0.0,0.0,0.0,0.0,39.0
3524888,2016-09-13 14:55:00,2016,9,14,Tuesday,BROOKLYN,11204.0,40.622612,-73.98667,1.0,0.0,Driver Inattention/Distraction,Box Truck,4.0,1.0,0.0,0.0,0.0,0.0,10.0
3485445,2016-07-20 22:28:00,2016,7,22,Wednesday,BRONX,10466.0,40.88698,-73.84745,0.0,0.0,Driver Inattention/Distraction,4 dr sedan,6.0,0.0,0.0,0.0,0.0,0.0,57.5
3559585,2016-11-11 18:30:00,2016,11,18,Friday,QUEENS,11416.0,40.682808,-73.851135,1.0,0.0,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,8.0,1.0,0.0,0.0,0.0,0.0,36.0
4230639,2019-10-26 05:39:00,2019,10,5,Saturday,QUEENS,11385.0,40.707184,-73.91156,0.0,0.0,Animals Action,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,39.0
4123943,2019-05-01 12:45:00,2019,5,12,Wednesday,UNKNOWN,,40.66584,-73.75551,0.0,0.0,Aggressive Driving/Road Rage,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,38.5
2968172,2012-11-08 15:10:00,2012,11,15,Thursday,UNKNOWN,,40.6425396,-73.8765111,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
4305378,2020-03-06 17:30:00,2020,3,17,Friday,QUEENS,11434.0,40.677265,-73.778625,1.0,0.0,Following Too Closely,Station Wagon/Sport Utility Vehicle,7.0,1.0,0.0,0.0,0.0,0.0,57.0
209090,2012-08-24 14:20:00,2012,8,14,Friday,UNKNOWN,,,,0.0,0.0,View Obstructed/Limited,PASSENGER VEHICLE,,,,,,,
3295065,2015-09-11 08:54:00,2015,9,8,Friday,BRONX,10472.0,40.8320419,-73.8612048,1.0,0.0,Backing Unsafely,PASSENGER VEHICLE,1.0,1.0,0.0,0.0,0.0,0.0,77.0
3753695,2017-09-19 15:40:00,2017,9,15,Tuesday,UNKNOWN,,,,1.0,0.0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,7.0,1.0,0.0,0.0,0.0,0.0,56.0
126919,2012-12-27 20:00:00,2012,12,20,Thursday,BROOKLYN,11234.0,40.6185937,-73.9424176,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
3463672,2016-06-12 18:30:00,2016,6,18,Sunday,UNKNOWN,,,,1.0,0.0,Driver Inattention/Distraction,4 dr sedan,6.0,1.0,0.0,0.0,0.0,0.0,27.0
4239278,2019-11-11 13:05:00,2019,11,13,Monday,UNKNOWN,,,,0.0,0.0,Backing Unsafely,Sedan,3.0,0.0,0.0,0.0,0.0,0.0,36.0
279881,2012-07-27 14:15:00,2012,7,14,Friday,QUEENS,11377.0,40.7578474,-73.8992132,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
3980706,2018-09-12 16:54:00,2018,9,16,Wednesday,BRONX,10468.0,,,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,5.0,0.0,0.0,0.0,0.0,0.0,23.0
3689954,2017-06-11 22:00:00,2017,6,22,Sunday,UNKNOWN,,40.673298,-73.789894,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1.0,0.0,0.0,0.0,0.0,0.0,31.0
4755428,2024-09-05 22:15:00,2024,9,22,Thursday,UNKNOWN,,,,0.0,0.0,Steering Failure,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,28.0
4828835,2025-07-19 15:55:00,2025,7,15,Saturday,QUEENS,11363.0,40.76226,-73.75698,1.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,7.0,1.0,0.0,0.0,0.0,0.0,44.0
3836614,2018-01-27 18:40:00,2018,1,18,Saturday,BROOKLYN,11203.0,40.6483,-73.92807,0.0,0.0,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,2.0,0.0,0.0,0.0,0.0,0.0,20.5
150342,2013-07-01 08:55:00,2013,7,8,Monday,BROOKLYN,11230.0,40.6299872,-73.9715677,1.0,0.0,Unspecified,VAN,1.0,1.0,0.0,0.0,0.0,0.0,86.0
3549039,2016-10-28 10:20:00,2016,10,10,Friday,UNKNOWN,,40.75667,-73.828804,0.0,0.0,Backing Unsafely,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,13.0
4470950,2021-10-26 01:01:00,2021,10,1,Tuesday,BROOKLYN,11219.0,40.62868,-74.012146,0.0,0.0,Unspecified,,1.0,0.0,0.0,0.0,0.0,0.0,32.0
4273773,2020-01-15 17:00:00,2020,1,17,Wednesday,MANHATTAN,10010.0,40.736855,-73.97853,1.0,0.0,Driver Inexperience,Sedan,5.0,1.0,0.0,0.0,0.0,0.0,57.0
4534925,2022-05-26 12:00:00,2022,5,12,Thursday,QUEENS,11377.0,,,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1.0,0.0,0.0,0.0,0.0,0.0,63.0
4370824,2020-11-25 16:29:00,2020,11,16,Wednesday,UNKNOWN,,40.586117,-73.93604,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,16.0,0.0,0.0,0.0,0.0,0.0,26.5
4156114,2019-06-21 18:00:00,2019,6,18,Friday,UNKNOWN,,40.65805,-73.979034,0.0,0.0,Unspecified,Sedan,1.0,0.0,0.0,0.0,0.0,0.0,52.0
4299896,2020-03-09 14:24:00,2020,3,14,Monday,BROOKLYN,11207.0,40.67651,-73.89705,0.0,0.0,Following Too Closely,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,35.5
4346183,2020-09-04 16:03:00,2020,9,16,Friday,BRONX,10458.0,,,1.0,0.0,Driver Inattention/Distraction,E-Scooter,3.0,1.0,0.0,0.0,0.0,0.0,54.0
4496827,2022-01-19 10:50:00,2022,1,10,Wednesday,BRONX,10474.0,40.816994,-73.8858,0.0,0.0,Unsafe Speed,Station Wagon/Sport Utility Vehicle,5.0,0.0,0.0,0.0,0.0,0.0,37.0
3678915,2017-05-24 20:52:00,2017,5,20,Wednesday,BRONX,10467.0,40.87737,-73.88205,1.0,0.0,Unspecified,Sedan,4.0,1.0,0.0,0.0,0.0,0.0,19.5
3585664,2016-12-23 19:00:00,2016,12,19,Friday,UNKNOWN,,40.625584,-74.040054,0.0,0.0,Driver Inattention/Distraction,Sedan,2.0,0.0,0.0,0.0,0.0,0.0,55.0
4201999,2019-09-06 20:50:00,2019,9,20,Friday,BROOKLYN,11215.0,40.677414,-73.98305,0.0,0.0,Driver Inattention/Distraction,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,31.0
1020649,2014-09-07 11:20:00,2014,9,11,Sunday,UNKNOWN,,,,2.0,0.0,Unspecified,PASSENGER VEHICLE,2.0,2.0,0.0,0.0,0.0,0.0,30.5
4628148,2023-05-12 07:11:00,2023,5,7,Friday,BROOKLYN,11211.0,40.713966,-73.93254,1.0,0.0,Driver Inattention/Distraction,Sedan,5.0,1.0,0.0,0.0,0.0,0.0,25.0
334223,2014-05-01 15:05:00,2014,5,15,Thursday,QUEENS,11355.0,40.7445767,-73.8258072,1.0,0.0,Unspecified,PASSENGER VEHICLE,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4244430,2019-11-19 10:20:00,2019,11,10,Tuesday,MANHATTAN,10032.0,40.84019,-73.94307,1.0,0.0,Other Vehicular,Sedan,5.0,1.0,0.0,0.0,0.0,0.0,48.0
4486198,2021-12-13 18:16:00,2021,12,18,Monday,QUEENS,11361.0,40.765663,-73.76997,1.0,0.0,Failure to Yield Right-of-Way,Sedan,4.0,1.0,0.0,0.0,0.0,0.0,31.0
4479740,2021-11-21 11:30:00,2021,11,11,Sunday,MANHATTAN,10029.0,40.794594,-73.932106,0.0,0.0,Backing Unsafely,Sedan,2.0,0.0,0.0,0.0,0.0,0.0,38.0
4319452,2020-06-09 23:18:00,2020,6,23,Tuesday,UNKNOWN,,40.668797,-73.93113,2.0,0.0,Pavement Defective,Sedan,3.0,2.0,0.0,0.0,0.0,0.0,24.0
4071678,2019-01-29 19:15:00,2019,1,19,Tuesday,QUEENS,11427.0,40.723515,-73.75264,0.0,0.0,Unspecified,Station Wagon/Sport Utility Vehicle,7.0,0.0,0.0,0.0,0.0,0.0,14.0
4650309,2023-07-31 18:48:00,2023,7,18,Monday,QUEENS,11420.0,40.679962,-73.8221,0.0,0.0,Passing or Lane Usage Improper,Sedan,1.0,0.0,0.0,0.0,0.0,0.0,35.0
3704523,2017-07-03 14:40:00,2017,7,14,Monday,UNKNOWN,,40.691208,-73.813545,0.0,0.0,Backing Unsafely,Sedan,3.0,0.0,0.0,0.0,0.0,0.0,51.0
300309,2013-12-06 19:20:00,2013,12,19,Friday,STATEN ISLAND,10306.0,40.5679665,-74.1230933,1.0,0.0,Driver Inattention/Distraction,PICK-UP TRUCK,1.0,1.0,0.0,0.0,0.0,0.0,71.0
83257,2013-06-23 00:15:00,2013,6,0,Sunday,BRONX,10473.0,40.8244254,-73.846132,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
122355,2012-11-15 21:13:00,2012,11,21,Thursday,BROOKLYN,11214.0,40.6089103,-73.990193,0.0,0.0,Driver Inattention/Distraction,PASSENGER VEHICLE,,,,,,,
4491882,2022-01-03 05:27:00,2022,1,5,Monday,QUEENS,11436.0,40.683105,-73.798134,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,3.0,0.0,0.0,0.0,0.0,0.0,47.0
4506534,2022-03-01 08:45:00,2022,3,8,Tuesday,BROOKLYN,11220.0,40.632084,-74.01801,0.0,0.0,Unspecified,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,48.0
3896890,2018-05-08 07:40:00,2018,5,7,Tuesday,BROOKLYN,11213.0,40.665535,-73.93699,0.0,0.0,Driver Inattention/Distraction,Sedan,5.0,0.0,0.0,0.0,0.0,0.0,53.0
4177820,2019-07-22 13:40:00,2019,7,13,Monday,BRONX,10459.0,40.82193,-73.88844,0.0,0.0,Passing Too Closely,Tractor Truck Diesel,5.0,0.0,0.0,0.0,0.0,0.0,36.0
247861,2012-11-27 20:46:00,2012,11,20,Tuesday,QUEENS,11354.0,40.7714785,-73.8172923,0.0,0.0,Unspecified,SPORT UTILITY / STATION WAGON,,,,,,,
4682607,2023-11-26 16:40:00,2023,11,16,Sunday,UNKNOWN,,40.662846,-73.94284,1.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,4.0,1.0,0.0,0.0,0.0,0.0,37.5
3258058,2015-07-13 23:00:00,2015,7,23,Monday,BROOKLYN,11225.0,40.6601179,-73.9505671,0.0,0.0,Lost Consciousness,PASSENGER VEHICLE,,,,,,,
4226964,2019-10-20 05:35:00,2019,10,5,Sunday,MANHATTAN,10027.0,40.808292,-73.94883,0.0,0.0,Failure to Yield Right-of-Way,Taxi,2.0,0.0,0.0,0.0,0.0,0.0,42.5
69231,2013-06-26 14:50:00,2013,6,14,Wednesday,MANHATTAN,10033.0,40.846153,-73.9323244,0.0,0.0,Other Vehicular,PASSENGER VEHICLE,,,,,,,
3179839,2015-03-04 14:45:00,2015,3,14,Wednesday,UNKNOWN,,,,0.0,0.0,Lost Consciousness,PASSENGER VEHICLE,,,,,,,
2998198,2013-11-19 20:30:00,2013,11,20,Tuesday,UNKNOWN,,40.6937879,-73.8117234,0.0,0.0,Fatigued/Drowsy,PASSENGER VEHICLE,,,,,,,
3081549,2014-10-30 12:30:00,2014,10,12,Thursday,UNKNOWN,,40.7526667,-73.746017,0.0,0.0,Other Vehicular,PASSENGER VEHICLE,,,,,,,
3912347,2018-05-31 14:24:00,2018,5,14,Thursday,BROOKLYN,11219.0,40.638294,-73.997765,0.0,0.0,Unspecified,Sedan,2.0,0.0,0.0,0.0,0.0,0.0,47.0
1013242,2014-08-24 11:25:00,2014,8,11,Sunday,UNKNOWN,,,,0.0,0.0,Outside Car Distraction,PASSENGER VEHICLE,,,,,,,
3727268,2017-08-06 21:40:00,2017,8,21,Sunday,UNKNOWN,,40.655685,-73.899414,0.0,0.0,Unspecified,Sedan,5.0,0.0,0.0,0.0,0.0,0.0,23.0
3366536,2016-01-06 18:46:00,2016,1,18,Wednesday,BRONX,10465.0,40.8218178,-73.8267178,0.0,0.0,Driver Inattention/Distraction,PASSENGER VEHICLE,,,,,,,
3441306,2016-05-14 01:30:00,2016,5,1,Saturday,QUEENS,11420.0,40.677654,-73.82866,0.0,0.0,Passing Too Closely,Station Wagon/Sport Utility Vehicle,3.0,0.0,0.0,0.0,0.0,0.0,57.0
3653050,2017-04-17 09:43:00,2017,4,9,Monday,BRONX,10466.0,40.890507,-73.8611,0.0,0.0,Driver Inattention/Distraction,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,31.0
4549470,2022-07-24 22:45:00,2022,7,22,Sunday,BRONX,10454.0,40.805016,-73.92109,0.0,0.0,Turning Improperly,Dump,7.0,0.0,0.0,0.0,0.0,0.0,60.0
3194714,2015-03-27 17:00:00,2015,3,17,Friday,QUEENS,11385.0,40.7084933,-73.8593881,1.0,0.0,Unspecified,SPORT UTILITY / STATION WAGON,1.0,1.0,0.0,0.0,0.0,0.0,24.0
4764273,2024-10-18 01:40:00,2024,10,1,Friday,UNKNOWN,,40.70904,-73.84146,2.0,0.0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,5.0,2.0,0.0,0.0,0.0,0.0,50.0
4396427,2021-03-05 10:35:00,2021,3,10,Friday,BRONX,10458.0,40.86266,-73.89238,0.0,0.0,Passing Too Closely,Sedan,1.0,0.0,0.0,0.0,0.0,0.0,36.0
4263333,2019-12-17 11:30:00,2019,12,11,Tuesday,MANHATTAN,10036.0,40.758087,-73.98778,0.0,0.0,Unspecified,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,36.5
221532,2012-12-06 08:50:00,2012,12,8,Thursday,QUEENS,11426.0,40.7344418,-73.7217767,0.0,0.0,Unspecified,UNKNOWN,,,,,,,
36892,2013-12-07 17:20:00,2013,12,17,Saturday,MANHATTAN,10022.0,40.7606005,-73.9643142,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
3231555,2015-06-01 14:25:00,2015,6,14,Monday,BRONX,10453.0,40.8538162,-73.9084987,0.0,0.0,Unspecified,SPORT UTILITY / STATION WAGON,,,,,,,
352843,2014-06-10 13:00:00,2014,6,13,Tuesday,UNKNOWN,,,,0.0,0.0,Driver Inattention/Distraction,TAXI,,,,,,,
3646467,2017-04-04 12:50:00,2017,4,12,Tuesday,BROOKLYN,11220.0,40.63407,-74.01332,0.0,0.0,Backing Unsafely,Station Wagon/Sport Utility Vehicle,5.0,0.0,0.0,0.0,0.0,0.0,7.0
2853604,2013-06-30 05:30:00,2013,6,5,Sunday,UNKNOWN,,40.7887968,-73.9375408,0.0,0.0,Tire Failure/Inadequate,PASSENGER VEHICLE,,,,,,,
3246392,2015-06-25 16:50:00,2015,6,16,Thursday,BRONX,10468.0,40.8725024,-73.9021454,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
3923042,2018-06-14 19:48:00,2018,6,19,Thursday,STATEN ISLAND,10314.0,40.613075,-74.12257,0.0,0.0,Unspecified,Sedan,6.0,0.0,0.0,0.0,0.0,0.0,57.0
4308194,2020-04-08 12:00:00,2020,4,12,Wednesday,BROOKLYN,11224.0,40.578938,-73.98522,0.0,0.0,Passing Too Closely,Station Wagon/Sport Utility Vehicle,6.0,0.0,0.0,0.0,0.0,0.0,36.0
5149,2014-02-24 21:15:00,2014,2,21,Monday,MANHATTAN,10013.0,40.7237466,-74.0061151,0.0,0.0,Unspecified,PASSENGER VEHICLE,,,,,,,
3278388,2015-08-14 08:40:00,2015,8,8,Friday,MANHATTAN,10024.0,40.7812659,-73.9759806,0.0,0.0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),,,,,,,
3330222,2015-11-06 13:00:00,2015,11,13,Friday,UNKNOWN,,40.7381399,-73.7991783,0.0,0.0,Outside Car Distraction,SPORT UTILITY / STATION WAGON,,,,,,,
4438368,2021-07-16 01:09:00,2021,7,1,Friday,BROOKLYN,11208.0,40.661156,-73.87101,0.0,0.0,Unspecified,Sedan,,,,,,,
4216070,2019-10-01 16:03:00,2019,10,16,Tuesday,QUEENS,11355.0,40.754272,-73.817726,0.0,0.0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,46.5
3781742,2017-11-02 00:52:00,2017,11,0,Thursday,UNKNOWN,,40.810173,-73.95117,0.0,0.0,Passenger Distraction,Station Wagon/Sport Utility Vehicle,3.0,0.0,0.0,0.0,0.0,0.0,39.0
4237318,2019-11-07 11:30:00,2019,11,11,Thursday,BROOKLYN,11231.0,40.676945,-73.991875,0.0,0.0,Passing Too Closely,Sedan,1.0,0.0,0.0,0.0,0.0,0.0,36.0
3425086,2016-03-21 21:58:00,2016,3,21,Monday,UNKNOWN,,40.725933,-73.90073,0.0,0.0,Aggressive Driving/Road Rage,Station Wagon/Sport Utility Vehicle,6.0,0.0,0.0,0.0,0.0,0.0,40.5
3609177,2017-02-02 00:57:00,2017,2,0,Thursday,QUEENS,11412.0,40.698605,-73.7601,0.0,0.0,Alcohol Involvement,Convertible,4.0,0.0,0.0,0.0,0.0,0.0,34.0
3468062,2016-06-26 04:15:00,2016,6,4,Sunday,MANHATTAN,10018.0,40.75161,-73.98648,0.0,0.0,Unspecified,4 dr sedan,1.0,0.0,0.0,0.0,0.0,0.0,18.0
4482759,2021-11-07 11:20:00,2021,11,11,Sunday,BRONX,10454.0,40.8077,-73.92955,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,51.5
4811306,2025-05-08 08:34:00,2025,5,8,Thursday,MANHATTAN,10037.0,40.814106,-73.94086,0.0,0.0,Driver Inattention/Distraction,Sedan,2.0,0.0,0.0,0.0,0.0,0.0,65.0
292245,2013-12-09 19:15:00,2013,12,19,Monday,UNKNOWN,,,,0.0,0.0,Unspecified,SPORT UTILITY / STATION WAGON,,,,,,,
207562,2013-10-29 18:10:00,2013,10,18,Tuesday,QUEENS,11418.0,40.700108,-73.8326675,0.0,0.0,Oversized Vehicle,PASSENGER VEHICLE,,,,,,,
4779182,2024-12-14 02:33:00,2024,12,2,Saturday,MANHATTAN,10001.0,40.747852,-73.992905,1.0,0.0,Traffic Control Disregarded,Sedan,4.0,1.0,0.0,0.0,0.0,0.0,47.0
4628898,2023-05-12 06:45:00,2023,5,6,Friday,UNKNOWN,,,,0.0,0.0,Unspecified,Sedan,7.0,0.0,0.0,0.0,0.0,0.0,27.0
4170905,2019-07-15 22:06:00,2019,7,22,Monday,BROOKLYN,11209.0,40.62359,-74.025055,0.0,0.0,Unspecified,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,36.5
3592263,2017-01-01 13:00:00,2017,1,13,Sunday,UNKNOWN,,40.67944,-73.89714,0.0,0.0,Obstruction/Debris,Station Wagon/Sport Utility Vehicle,4.0,0.0,0.0,0.0,0.0,0.0,12.5
4544929,2022-07-08 19:00:00,2022,7,19,Friday,BROOKLYN,11215.0,40.669186,-73.981094,0.0,0.0,Driver Inattention/Distraction,Sedan,2.0,0.0,0.0,0.0,0.0,0.0,24.0
2983815,2013-11-23 02:00:00,2013,11,2,Saturday,UNKNOWN,,40.6915381,-73.99911,0.0,0.0,Fatigued/Drowsy,LARGE COM VEH(6 OR MORE TIRES),,,,,,,
3252629,2015-07-04 17:00:00,2015,7,17,Saturday,UNKNOWN,,,,1.0,0.0,Unspecified,PASSENGER VEHICLE,1.0,1.0,0.0,0.0,0.0,0.0,52.0
363334,2014-07-10 17:39:00,2014,7,17,Thursday,BROOKLYN,11207.0,40.6773132,-73.8991258,1.0,0.0,Unspecified,PASSENGER VEHICLE,1.0,1.0,0.0,0.0,0.0,0.0,34.0
4854946,2025-11-04 22:35:00,2025,11,22,Tuesday,UNKNOWN,,,,0.0,0.0,Unsafe Speed,Station Wagon/Sport Utility Vehicle,3.0,0.0,0.0,0.0,0.0,0.0,22.0
4122485,2019-04-29 05:44:00,2019,4,5,Monday,UNKNOWN,,40.805016,-73.92109,0.0,0.0,Unspecified,Station Wagon/Sport Utility Vehicle,2.0,0.0,0.0,0.0,0.0,0.0,27.0
4341147,2020-08-18 12:46:00,2020,8,12,Tuesday,BROOKLYN,11218.0,40.641747,-73.98513,0.0,0.0,Unspecified,,1.0,0.0,0.0,0.0,0.0,0.0,36.0
3301170,2015-09-21 10:55:00,2015,9,10,Monday,QUEENS,11355.0,40.7530077,-73.8325996,0.0,0.0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,,,,,,,
4378236,2020-12-22 12:30:00,2020,12,12,Tuesday,UNKNOWN,,40.77417,-73.82934,1.0,0.0,Passing Too Closely,Sedan,4.0,1.0,0.0,0.0,0.0,0.0,22.0
4284234,2020-02-05 08:30:00,2020,2,8,Wednesday,BROOKLYN,11201.0,40.6867,-73.9982,0.0,0.0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,3.0,0.0,0.0,0.0,0.0,0.0,36.0
3899189,2018-05-12 00:02:00,2018,5,0,Saturday,BRONX,10464.0,40.84647,-73.78621,1.0,0.0,Passenger Distraction,Sedan,4.0,1.0,0.0,0.0,0.0,0.0,51.5
4591618,2022-12-19 15:00:00,2022,12,15,Monday,UNKNOWN,,40.8018,-73.96108,0.0,0.0,Driver Inattention/Distraction,Sedan,4.0,0.0,0.0,0.0,0.0,0.0,47.0
4791048,2025-02-07 11:26:00,2025,2,11,Friday,UNKNOWN,,40.680187,-73.73392,0.0,0.0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1.0,0.0,0.0,0.0,0.0,0.0,33.0
3514790,2016-09-06 10:45:00,2016,9,10,Tuesday,BROOKLYN,11219.0,40.625984,-74.001526,1.0,0.0,Unspecified,Sedan,5.0,1.0,0.0,0.0,0.0,0.0,33.0
